network_size,exp,tries,time[us]
12000,56,15493,1778671980
12000,57,5616,647702400
12000,58,16334,1874181375
12000,59,776,87382611
12000,60,9809,1136199960
12000,61,27258,3137529192
12000,62,4214,475190619
12000,63,8508,972072954
12000,64,6794,773920641
12000,65,14156,1591997136
12000,66,13069,1458129996
12000,67,553,62469040
12000,68,5252,604965999
12000,69,41123,4633528397
12000,70,6615,768623063
12000,71,32807,3696808344
12000,72,1057,119472120
12000,73,2231,250756662
12000,74,399,45825906
12000,75,9245,1053482024
12000,76,9765,1111676643
12000,77,153,17487756
12000,78,8549,975218040
12000,79,8182,925139324
12000,80,5617,639844560
12000,81,14373,1646184163
12000,82,9337,1070689396
12000,83,5136,572432608
12000,84,17604,1994489742
12000,85,17998,2031232488
12000,86,4828,551053610
12000,87,16153,1811092910
12000,88,304,34470502
12000,89,25444,2991580160
12000,90,1213,140195910
12000,91,7824,883742475
12000,92,3560,399910720
12000,93,15567,1770566308
12000,94,21038,2408824176
12000,95,11880,1348595080
12000,96,5691,659865186
12000,97,8505,963456492
12000,98,1819,206213220
12000,99,44042,5056163772
13000,0,11270,1292443515
13000,1,6014,685685377
13000,2,364,40237256
13000,3,26953,3051144369
13000,4,2662,298366444
13000,5,39507,4439001518
13000,6,6868,784745368
13000,7,4419,492421160
13000,8,4694,587138481
13000,9,13664,1547280966
13000,10,20076,2283632725
13000,11,14782,1674759750
13000,12,18532,2103431400
13000,13,20700,2342649045
13000,14,916,103468940
13000,15,9167,1059952670
13000,16,11267,1283214884
13000,17,11511,1301790396
13000,18,11556,1321291314
13000,19,4343,491419698
13000,20,3511,402181956
13000,21,8246,953799616
13000,22,6640,778402808
13000,23,913,104740978
13000,24,22876,2608893168
13000,25,9538,1082131786
13000,26,10757,1265599776
13000,27,6058,691795500
13000,28,643,73722209
13000,29,4730,553404060
13000,30,26292,3028196136
13000,31,6276,720792347
13000,32,3047,342757800
13000,33,1520,172190616
13000,34,12927,1479227310
13000,35,4595,527892720
13000,36,8970,1041712364
13000,37,2582,295973416
13000,38,4895,552268332
13000,39,39193,4534034208
13000,40,18801,2110982144
13000,41,39452,4423271963
13000,42,2589,290758911
13000,43,23726,2684291382
13000,44,48540,5390660312
13000,45,8753,987155372
13000,46,3795,430900584
13000,47,985,110366308
13000,48,16087,1882718580
13000,49,9252,1062749678
13000,50,32603,3671467541
13000,51,5094,576044504
13000,52,14917,1717247940
13000,53,10931,1226053712
13000,54,460,52528419
13000,55,3254,366217414
13000,56,12977,1468140594
13000,57,23972,2706196638
13000,58,2978,344249035
13000,59,20466,2303176899
13000,60,21628,2504055021
13000,61,164,19223570
13000,62,15698,1811802237
13000,63,15682,1788648280
13000,64,10984,1284508460
13000,65,1644,190739241
13000,66,23356,2697214296
13000,67,15982,1840522678
13000,68,31912,3678791580
13000,69,3058,350296785
13000,70,30559,3507492448
13000,71,12185,1395537695
13000,72,9380,1071471650
13000,73,12750,1445781630
13000,74,10069,1156444344
13000,75,403,45948872
13000,76,10275,1167735406
13000,77,3737,419530860
13000,78,11251,1261209750
13000,79,7268,835926896
13000,80,10878,1237148178
13000,81,11489,1284135832
13000,82,22580,2566170628
13000,83,4164,481604214
13000,84,22699,2614756272
13000,85,39301,4634530530
13000,86,3171,357640781
13000,87,8941,1007522208
13000,88,18848,2115271888
13000,89,42105,4775197686
13000,90,12621,1422597891
13000,91,1459,163814112
13000,92,6632,759269460
13000,93,6984,793861600
13000,94,14775,1684229193
13000,95,6691,760297986
13000,96,18488,2103014492
13000,97,12500,1413841013
13000,98,4560,522390096
13000,99,20033,2286135851
14000,0,37577,4303679777
14000,1,2982,334142622
14000,2,10661,1209472992
14000,3,3077,351375678
14000,4,38711,4413751670
14000,5,11162,1243595980
14000,6,19672,2211096861
14000,7,73054,8472126766
14000,8,51445,5763290222
14000,9,23946,2658557000
14000,10,9135,1035557600
14000,11,33023,3782887752
14000,12,21009,2422302366
14000,13,26178,3008307624
14000,14,4155,492068757
14000,15,3524,409658810
14000,16,15925,1790333258
14000,17,13032,1453660978
14000,18,15403,1757120940
14000,19,4017,446660608
14000,20,412,46530212
14000,21,1702,191207442
14000,22,36477,4190403952
14000,23,14243,1631945634
14000,24,757,88607064
14000,25,6405,746752552
14000,26,260,29992500
14000,27,1728,199217788
14000,28,7424,842955043
14000,29,4830,555690568
14000,30,5461,615051276
14000,31,10083,1130622340
14000,32,37907,4244218983
14000,33,8676,978538722
14000,34,1465,165138880
14000,35,215,25956100
14000,36,47635,5493333538
14000,37,8205,929147700
14000,38,47732,5331189631
14000,39,14410,1659232571
14000,40,2125,245463204
14000,41,2536,283496936
14000,42,970,109535017
14000,43,15617,1791888600
14000,44,2989,335814780
14000,45,7800,915210855
14000,46,8664,997722684
14000,47,24573,2822840100
14000,48,51959,5828933416
14000,49,20111,2330746272
14000,50,2875,327446062
14000,51,10322,1263030032
14000,52,1086,124806096
14000,53,10213,1140099499
14000,54,16012,1826257284
14000,55,22511,2654242807
14000,56,21167,2417122620
14000,57,31341,3655468872
14000,58,11052,1275088528
14000,59,36464,4120086434
14000,60,10084,1145478393
14000,61,19449,2188411530
14000,62,22010,2481672790
14000,63,5356,600414608
14000,64,22774,2598714600
14000,65,1631,185398008
14000,66,10265,1188217464
14000,67,36934,4224125290
14000,68,14485,1670378749
14000,69,13749,1561360680
14000,70,9379,1056198042
14000,71,2754,309819916
14000,72,12869,1477322044
14000,73,3281,372748554
14000,74,38712,4383257400
14000,75,16721,1878473821
14000,76,36765,4233707280
14000,77,13031,1479025880
14000,78,2655,302301036
14000,79,1459,161670908
14000,80,23219,2632261880
14000,81,8421,936964675
14000,82,17647,2020522748
14000,83,22928,2628712656
14000,84,56531,6315044003
14000,85,7041,807985078
14000,86,1769,200271328
14000,87,5635,686914412
14000,88,47589,5437638808
14000,89,2002,230965840
14000,90,20990,2388404089
14000,91,3559,404320860
14000,92,3905,439883099
14000,93,3362,376844286
14000,94,16371,1819945339
14000,95,3598,404818528
14000,96,29150,3327558736
14000,97,4299,485762853
14000,98,6581,739866876
14000,99,1973,222356134
15000,0,31700,3646926656
15000,1,2379,274681350
15000,2,8275,949727376
15000,3,76467,8685168943
15000,4,15320,1721195882
15000,5,7835,882145566
15000,6,26737,3062802925
15000,7,10,1342132
15000,8,34803,4078146425
15000,9,43703,5158606520
15000,10,8193,940640666
15000,11,10155,1147376586
15000,12,7241,823578980
15000,13,5825,680872157
15000,14,2579,339479517
15000,15,8562,1095572104
15000,16,10408,1302488040
15000,17,6958,897843669
15000,18,6646,881147136
15000,19,3906,559669360
15000,20,27157,4204511808
15000,21,3567,584700640
15000,22,10389,1569370040
15000,23,8443,1262937180
15000,24,14834,2176403880
15000,25,850,110862870
15000,26,32452,3962778237
15000,27,4647,565862748
15000,28,13077,2256937472
15000,29,3300,497852485
15000,30,52897,6881797017
15000,31,916,109130004
15000,32,44845,5424990080
15000,33,21222,2522147796
15000,34,32835,4322932736
15000,35,25624,3388484000
15000,36,3314,437943086
15000,37,71074,10295960733
15000,38,15281,1869360727
15000,39,22364,2818749076
15000,40,29856,3709850848
15000,41,40454,5184376137
15000,42,27259,3352149302
15000,43,2807,351405151
15000,44,35625,4496374798
15000,45,58286,7641141144
15000,46,13239,1666153408
15000,47,2068,236802945
15000,48,45948,5829652512
15000,49,17816,2335272805
15000,50,1629,200789718
15000,51,826,120802052
15000,52,14411,1875356700
15000,53,12247,1426581690
15000,54,627,73479648
15000,55,19860,2378061375
15000,56,16300,2045500595
15000,57,19881,2516510066
15000,58,52664,6747886653
15000,59,37995,4780086675
15000,60,13111,1676376156
15000,61,58438,7406208840
15000,62,20997,2489796000
15000,63,10574,1352673608
15000,64,18831,2501496780
15000,65,9256,1206611252
15000,66,546,65183976
15000,67,37715,4719197516
15000,68,7767,942792136
15000,69,38805,4746651280
15000,70,5633,787466435
15000,71,14551,1855421085
15000,72,2248,283498650
15000,73,8997,1248165585
15000,74,3103,430979406
15000,75,3812,544706604
15000,76,15757,2048321296
15000,77,19645,2412391164
15000,78,37486,4414338390
15000,79,11321,1453098324
15000,80,1261,155523956
15000,81,17820,2228657064
15000,82,9724,1115036594
15000,83,34767,4316455340
15000,84,8217,1035049600
15000,85,403,52505450
15000,86,22067,3002972874
15000,87,41206,5684145642
15000,88,7579,1012940424
15000,89,17541,2237659002
15000,90,16277,2083912272
15000,91,197,25279280
15000,92,15275,1932815808
15000,93,19114,2396847250
15000,94,4119,510287936
15000,95,3341,422300640
15000,96,7961,969041304
15000,97,44634,5608868154
15000,98,3105,382133642
15000,99,34014,4196278324
16000,0,6511,807698916
16000,1,29417,3599477000
16000,2,6914,835412292
16000,3,12302,1498758780
16000,4,51753,6334066707
16000,5,453,56693804
16000,6,34998,4341719976
16000,7,13745,1740470320
16000,8,21001,2619784794
16000,9,8345,1027519835
16000,10,30673,3817518266
16000,11,48934,5980737616
16000,12,7671,937954880
16000,13,35116,4223474850
16000,14,10034,1273591711
16000,15,4372,559458848
16000,16,90,10656180
16000,17,4668,570425745
16000,18,6481,820029150
16000,19,28150,3472978144
16000,20,18148,2320195548
16000,21,3369,430052282
16000,22,416,51156835
16000,23,9896,1231932528
16000,24,763,94578425
16000,25,2800,347152138
16000,26,51069,6249505362
16000,27,13770,1853993584
16000,28,5814,755596107
16000,29,10965,1358855232
16000,30,14639,1828457967
16000,31,8201,1009680354
16000,32,10976,1456398129
16000,33,10791,1333136294
16000,34,35725,4495962048
16000,35,2907,373118414
16000,36,3205,409254976
16000,37,16937,2141917576
16000,38,2740,334866896
16000,39,13899,1758580824
16000,40,22930,2877197377
16000,41,56017,7043519808
16000,42,4818,599160667
16000,43,16038,1969479682
16000,44,5455,688860108
16000,45,9388,1223970601
16000,46,12562,1617683515
16000,47,6396,793260555
16000,48,38697,4810702536
16000,49,5807,731095218
16000,50,26846,3333862268
16000,51,30696,3855406100
16000,52,55674,6833707891
16000,53,41282,5149723140
16000,54,34977,4391015700
16000,55,1914,235888800
16000,56,10908,1328711974
16000,57,9760,1200363868
16000,58,5776,720404160
16000,59,51474,6470362358
16000,60,1293,154479405
16000,61,7732,955488480
16000,62,26062,3246355872
16000,63,1424,172666050
16000,64,18836,2351274846
16000,65,5496,722584800
16000,66,5528,717181875
16000,67,2970,496297841
16000,68,7177,924590480
16000,69,67666,8581047286
16000,70,12141,1533920544
16000,71,61876,8133146593
16000,72,8411,1072542390
16000,73,18283,2288875050
16000,74,8999,1116849180
16000,75,957,129056688
16000,76,31404,3927610224
16000,77,17131,2093480688
16000,78,4261,546358004
16000,79,16113,1999022424
16000,80,32729,4065072414
16000,81,5963,726281380
16000,82,31629,3888904158
16000,83,2462,308188232
16000,84,6908,844669850
16000,85,2760,350140752
16000,86,33599,4107537000
16000,87,24891,3010455393
16000,88,20470,2562417836
16000,89,23287,2837095862
16000,90,24253,2961185110
16000,91,13093,1628190102
16000,92,29059,3775601289
16000,93,19482,2411355472
16000,94,443,53335551
16000,95,10383,1278338520
16000,96,5117,658000841
16000,97,5209,646525419
16000,98,7914,980212584
16000,99,84,11547510
17000,0,2492,308439729
17000,1,7120,882357608
17000,2,242,29969152
17000,3,16618,2064845940
17000,4,15528,1920188008
17000,5,17127,2252480170
17000,6,10270,1276569440
17000,7,33610,4143472326
17000,8,46528,5764756658
17000,9,10070,1235649690
17000,10,16110,1963525430
17000,11,8667,1083472905
17000,12,925,115537992
17000,13,11861,1476796435
17000,14,5379,669066720
17000,15,867,108240008
17000,16,101054,12586955940
17000,17,498,63924100
17000,18,35403,4396654993
17000,19,40852,4933424904
17000,20,43007,5251782072
17000,21,6477,801213774
17000,22,22759,2880192880
17000,23,32228,4006063125
17000,24,5251,638101504
17000,25,33783,4435468272
17000,26,7790,969812927
17000,27,3518,440071190
17000,28,2956,371503128
17000,29,6015,761002000
17000,30,13212,1655238318
17000,31,11217,1398950817
17000,32,23482,2928979242
17000,33,641,81581308
17000,34,17900,2208828091
17000,35,24982,3120886863
17000,36,12971,1671559110
17000,37,17334,2138548496
17000,38,34465,4239104450
17000,39,15106,1860763074
17000,40,9333,1187645448
17000,41,2556,317381120
17000,42,1107,134867584
17000,43,27590,3400171884
17000,44,8503,1065501954
17000,45,23869,2995970510
17000,46,21196,2641183800
17000,47,25188,3106114998
17000,48,44984,5502898112
17000,49,53741,6635423376
17000,50,24949,3195015407
17000,51,5641,707637900
17000,52,2310,290193750
17000,53,40111,5061387424
17000,54,989,126266400
17000,55,2875,355851819
17000,56,3382,417683820
17000,57,7655,947199265
17000,58,13198,1611962950
17000,59,16775,2103044517
17000,60,18076,2270363745
17000,61,1066,135720768
17000,62,2519,312493267
17000,63,7012,854886786
17000,64,8497,1037909409
17000,65,14721,1816588755
17000,66,34336,4213734220
17000,67,14559,1779724050
17000,68,2434,341367862
17000,69,5724,705087998
17000,70,36656,4443786728
17000,71,13134,1668342174
17000,72,830,103691808
17000,73,2709,336852051
17000,74,15270,1938858984
17000,75,4732,610283344
17000,76,7878,996140376
17000,77,18212,2275763422
17000,78,26980,3309738937
17000,79,14955,1870668563
17000,80,3479,427127896
17000,81,3777,461000862
17000,82,1716,215186587
17000,83,77903,9764158634
17000,84,4380,540149976
17000,85,5407,668766180
17000,86,13132,1601539600
17000,87,54005,6668142750
17000,88,438,53661027
17000,89,9763,1176172699
17000,90,1284,162037592
17000,91,52433,6538521535
17000,92,42998,5421780945
17000,93,6814,863452197
17000,94,56733,6924135120
17000,95,2697,329991584
17000,96,25055,3076716204
17000,97,1095,133669792
17000,98,44425,5453428570
17000,99,9370,1174772508
18000,0,15674,1940507352
18000,1,4576,555020109
18000,2,31645,3948583936
18000,3,22560,2921306700
18000,4,3038,372127167
18000,5,2430,290816263
18000,6,536,65845330
18000,7,4894,589773912
18000,8,38526,4679972736
18000,9,10292,1254880830
18000,10,5605,706432982
18000,11,25490,3239299143
18000,12,1687,206974400
18000,13,1930,236174718
18000,14,35128,4511471958
18000,15,8767,1070331128
18000,16,5269,650770658
18000,17,1445,180859776
18000,18,16828,2070038627
18000,19,2046,256313508
18000,20,320,37755993
18000,21,45629,5687088759
18000,22,15526,1940785278
18000,23,531,64560435
18000,24,6612,828983330
18000,25,21062,2569864596
18000,26,15951,1954284192
18000,27,20450,2539142100
18000,28,5513,685329645
18000,29,20834,2568278599
18000,30,12220,1499109440
18000,31,55683,6839881905
18000,32,38219,4701281582
18000,33,21658,2713210962
18000,34,39896,4958386560
18000,35,26406,3292260070
18000,36,9333,1168425855
18000,37,5222,646323133
18000,38,9338,1155606650
18000,39,22909,2883490200
18000,40,21893,2746176208
18000,41,339,46453188
18000,42,24952,3087511680
18000,43,12547,1534297362
18000,44,15582,1923717734
18000,45,6029,759878820
18000,46,5660,713512448
18000,47,51863,6403919775
18000,48,19694,2454637554
18000,49,11022,1360967652
18000,50,181,22359960
18000,51,14074,2184747390
18000,52,18398,2952003264
18000,53,3932,612456340
18000,54,5122,845695680
18000,55,29592,4529875675
18000,56,1192,149397690
18000,57,4748,607508400
18000,58,25305,3190618458
18000,59,23794,3038900075
18000,60,1477,176790276
18000,61,27996,3600449006
18000,62,21609,2745108592
18000,63,8585,1078689744
18000,64,108,14549736
18000,65,17166,2076653018
18000,66,39923,4988515564
18000,67,19988,2497788310
18000,68,46424,5684705328
18000,69,8902,1127670725
18000,70,30840,3850435386
18000,71,32321,3997660680
18000,72,2853,359570835
18000,73,5474,718364116
18000,74,27694,3513594136
18000,75,28495,3502992902
18000,76,31216,4020577622
18000,77,38153,4652263353
18000,78,4371,532483726
18000,79,20185,2538271168
18000,80,9782,1240216020
18000,81,5132,628623531
18000,82,11810,1494362172
18000,83,27695,3469799955
18000,84,16837,2038437769
18000,85,14983,1827417435
18000,86,10650,1287818168
18000,87,47268,5801220030
18000,88,16362,2048586660
18000,89,16759,2100979472
18000,90,11786,1585801140
18000,91,4588,569721380
18000,92,16481,2025755130
18000,93,28745,3530992144
18000,94,1446,171735808
18000,95,6218,828381802
18000,96,986,135842922
18000,97,3111,377784352
18000,98,49854,6364599275
18000,99,12718,1623645040
19000,0,15055,1964412000
19000,1,16340,2025137346
19000,2,48470,6017225958
19000,3,13513,1710958078
19000,4,19119,2353158696
19000,5,42161,5406601120
19000,6,78286,10016947260
19000,7,4017,516807278
19000,8,20116,2637073600
19000,9,27390,3549327620
19000,10,4187,534791076
19000,11,17674,2202456882
19000,12,39529,4965545550
19000,13,5184,637641158
19000,14,32942,4056096420
19000,15,4011,499206340
19000,16,116337,14284409247
19000,17,56000,7029211112
19000,18,9763,1216361798
19000,19,4511,547687326
19000,20,2326,295414197
19000,21,28646,3492460440
19000,22,6320,761101062
19000,23,4551,578850132
19000,24,5535,686805532
19000,25,42784,5363685828
19000,26,19765,2512812874
19000,27,963,125593380
19000,28,21559,2754237366
19000,29,4639,561731500
19000,30,4222,542478047
19000,31,26833,3427030714
19000,32,11668,1488502800
19000,33,66645,8383187655
19000,34,19567,2394260000
19000,35,8019,1023727512
19000,36,4073,494452270
19000,37,1882,236215540
19000,38,8960,1094518170
19000,39,20265,2520707010
19000,40,3274,407903520
19000,41,14544,1794496200
19000,42,8319,1064922684
19000,43,611,81552863
19000,44,7307,925675262
19000,45,2423,291690976
19000,46,7026,864301409
19000,47,16789,2089057296
19000,48,11036,1389661257
19000,49,4451,538227820
19000,50,63,7878408
19000,51,27317,3340875800
19000,52,20385,2536303972
19000,53,32920,4137948160
19000,54,98,11951988
19000,55,18412,2302358262
19000,56,12467,1567840500
19000,57,6010,747997577
19000,58,31261,3885501312
19000,59,95345,11946039920
19000,60,109604,13483691968
19000,61,91865,11324100654
19000,62,22552,2803740525
19000,63,6680,865832039
19000,64,36969,4668306581
19000,65,978,126245392
19000,66,3939,493143760
19000,67,5113,625523022
19000,68,16864,2174205150
19000,69,27564,3473968904
19000,70,14582,1852481686
19000,71,31922,3983418920
19000,72,19855,2460777732
19000,73,6906,828944650
19000,74,7796,983659545
19000,75,31929,3977667886
19000,76,16716,2107647168
19000,77,31319,4042061421
19000,78,43988,5524030776
19000,79,7310,929980124
19000,80,27486,3445621875
19000,81,21079,2609948886
19000,82,49272,6259700466
19000,83,3485,473763576
19000,84,20603,2613381792
19000,85,17597,2256304320
19000,86,45238,5651309760
19000,87,8324,1049215386
19000,88,13128,1626696748
19000,89,43981,5430292997
19000,90,3935,495374760
19000,91,48929,6075409060
19000,92,50017,6189801381
19000,93,5328,673175352
19000,94,23202,2873976270
19000,95,24375,2999454016
19000,96,16777,2123205345
19000,97,425,56316648
19000,98,2510,313632927
19000,99,46982,6018641600
20000,0,45123,5683975936
20000,1,7193,885936165
20000,2,719,93581860
20000,3,11658,1514019200
20000,4,22142,2688659968
20000,5,2986,365848000
20000,6,4503,547947400
20000,7,14742,1825724682
20000,8,18733,2346528132
20000,9,37050,4680279747
20000,10,7373,927773239
20000,11,20357,2621194497
20000,12,11939,1484447744
20000,13,13952,1726832640
20000,14,4456,636532260
20000,15,38221,4736746070
20000,16,24772,3029956902
20000,17,10844,1328985262
20000,18,17349,2159924316
20000,19,9949,1243100736
20000,20,39397,4908943680
20000,21,4606,582349650
20000,22,9819,1264495730
20000,23,30340,3759773971
20000,24,7072,923916760
20000,25,6979,913206224
20000,26,7037,867622455
20000,27,56506,7028567812
20000,28,58762,7262468829
20000,29,28061,3540554531
20000,30,30584,3785270748
20000,31,10727,1335193954
20000,32,11865,1549872745
20000,33,77714,10023684506
20000,34,9507,1200089364
20000,35,8919,1125921190
20000,36,13493,1740846972
20000,37,16631,2235384756
20000,38,72040,8893045034
20000,39,21846,2771595762
20000,40,7632,965925534
20000,41,5484,696143987
20000,42,75663,9622804975
20000,43,47089,5950509642
20000,44,29300,3708998160
20000,45,23406,2894523500
20000,46,5913,747932463
20000,47,11685,1525993930
20000,48,29692,3628996059
20000,49,8977,1090143712
20000,50,30442,3746879491
20000,51,11176,1383136680
20000,52,33771,4370252280
20000,53,35505,4632845427
20000,54,9405,1209043500
20000,55,32034,4082846502
20000,56,3010,380266540
20000,57,10945,1341509143
20000,58,21983,2812453056
20000,59,30394,3886814850
20000,60,28551,3592090049
20000,61,9363,1192967118
20000,62,7168,937137084
20000,63,11477,1442514810
20000,64,15008,1872780350
20000,65,5408,660828322
20000,66,29711,3822703846
20000,67,6794,849749070
20000,68,4313,551238360
20000,69,12528,1606384745
20000,70,5162,678762156
20000,71,4941,640163529
20000,72,23369,2947418976
20000,73,9962,1276759848
20000,74,45597,5754771968
20000,75,52807,6923639640
20000,76,16379,2108864072
20000,77,38891,4888115922
20000,78,13065,1610459137
20000,79,112257,14228523480
20000,80,7144,951609604
20000,81,1011,134707405
20000,82,61400,7542766851
20000,83,5826,712459944
20000,84,9150,1135916082
20000,85,16477,2084653400
20000,86,12317,1533024372
20000,87,3232,415536864
20000,88,21429,2720622198
20000,89,9425,1154596096
20000,90,32459,4322350164
20000,91,25342,3262011790
20000,92,8992,1115857995
20000,93,16427,2072280600
20000,94,9862,1246039900
20000,95,58344,7339669835
20000,96,35008,4568739827
20000,97,25580,3249349600
20000,98,25388,3311366688
20000,99,48761,6212914785
21000,0,13449,1653974157
21000,1,16689,2123359704
21000,2,7833,996040591
21000,3,6466,877274221
21000,4,41409,5234875155
21000,5,36570,4675982526
21000,6,34291,4264381000
21000,7,4936,612920214
21000,8,4247,507523446
21000,9,68068,8620036096
21000,10,27483,3447314647
21000,11,13934,1735180580
21000,12,18570,2356881330
21000,13,107975,13421954340
21000,14,3046,368547372
21000,15,678,81718728
21000,16,46299,5741925714
21000,17,6787,878690141
21000,18,9622,1206692393
21000,19,17537,2197476768
21000,20,2643,331649975
21000,21,93,11679599
21000,22,11656,1452594371
21000,23,67587,8473289253
21000,24,31599,3944280274
21000,25,113,14577805
21000,26,18565,2330712153
21000,27,4321,531688533
21000,28,34217,4309559280
21000,29,115698,14408500951
21000,30,1772,229871220
21000,31,10031,1294214570
21000,32,44759,5558896404
21000,33,24284,3029840640
21000,34,2623,356016954
21000,35,69333,8760178596
21000,36,8116,1038517372
21000,37,31929,3925326852
21000,38,47456,5969079600
21000,39,53954,6672848864
21000,40,12854,1610811580
21000,41,21084,2710696884
21000,42,9827,1278902578
21000,43,26862,3503284840
21000,44,9680,1204569270
21000,45,3902,484966060
21000,46,4460,576194580
21000,47,11812,1463841814
21000,48,4363,546427360
21000,49,15344,1982995272
21000,50,44729,5641213410
21000,51,1545,205994712
21000,52,29979,3901564044
21000,53,12871,1577752410
21000,54,63604,7989019745
21000,55,3226,402343828
21000,56,39295,4920446787
21000,57,28255,3499637229
21000,58,1049,139054320
21000,59,25899,3175001810
21000,60,6859,859524123
21000,61,19055,2389833663
21000,62,15835,2022255888
21000,63,7381,934432608
21000,64,158,21774732
21000,65,36075,4662331668
21000,66,19471,2538774300
21000,67,8215,1060703360
21000,68,2263,269022309
21000,69,1625,203119140
21000,70,4627,612873723
21000,71,36071,4521638340
21000,72,13175,1617000957
21000,73,1788,218935255
21000,74,23950,2955912300
21000,75,14878,1872151197
21000,76,3063,459188400
21000,77,77751,9636828864
21000,78,4894,606228120
21000,79,17928,2284352583
21000,80,9505,1189018323
21000,81,9882,1263346198
21000,82,47197,6012345120
21000,83,22716,2757876841
21000,84,19087,2365676500
21000,85,9247,1155838651
21000,86,3582,446476072
21000,87,55644,7192379175
21000,88,31221,3968288814
21000,89,2571,324608040
21000,90,31626,4023124014
21000,91,6389,802803656
21000,92,171,21620100
21000,93,39377,4938530669
21000,94,47601,5964807170
21000,95,39412,5122333710
21000,96,1990,245614743
21000,97,834,101541660
21000,98,11123,1352720775
21000,99,5475,687533124
22000,0,12487,1592109704
22000,1,3515,443051616
22000,2,109599,13548077088
22000,3,33089,4110655802
22000,4,593,70659472
22000,5,40414,4980140730
22000,6,2248,314712000
22000,7,2763,345001420
22000,8,32159,4150978925
22000,9,21332,2697078880
22000,10,2937,379865388
22000,11,394,51081615
22000,12,6301,781270452
22000,13,4522,553471954
22000,14,47236,6037297952
22000,15,3993,487236879
22000,16,7895,991282224
22000,17,1658,212864766
22000,18,21001,2670888570
22000,19,27353,3397364570
22000,20,21136,2683939518
22000,21,15660,1988779770
22000,22,5480,674174724
22000,23,10986,1390335856
22000,24,12146,1564027350
22000,25,13301,1752128917
22000,26,64010,7843665942
22000,27,22713,2787976730
22000,28,15600,1978764096
22000,29,7138,897427347
22000,30,23539,2932736130
22000,31,58649,7426849189
22000,32,6406,817831498
22000,33,782,97572180
22000,34,42178,5497030848
22000,35,70221,9051337024
22000,36,18735,2333078096
22000,37,4483,557585440
22000,38,18650,2334928475
22000,39,81036,10163192550
22000,40,364,49021146
22000,41,914,126261946
22000,42,4738,598341303
22000,43,33061,4302872320
22000,44,5346,658589112
22000,45,11466,1451207772
22000,46,44954,5635337502
22000,47,7747,996199960
22000,48,15105,1935521780
22000,49,35445,4503213850
22000,50,9690,1226956290
22000,51,22595,2852283610
22000,52,6606,835332141
22000,53,3644,485868085
22000,54,24594,3088780592
22000,55,19747,2511297800
22000,56,11441,1446232511
22000,57,4767,577144614
22000,58,29978,3795791616
22000,59,2630,322960050
22000,60,25027,3090288216
22000,61,17047,2187153600
22000,62,38498,4853371128
22000,63,77826,9605597130
22000,64,39616,5023376802
22000,65,7519,919213981
22000,66,8409,1068958034
22000,67,38484,4726653555
22000,68,9881,1250961712
22000,69,2307,289947926
22000,70,35419,4375228470
22000,71,19317,2450897344
22000,72,9447,1235197887
22000,73,86075,10923886445
22000,74,12943,1592671248
22000,75,808,107061010
22000,76,29467,3682749973
22000,77,27695,3580035944
22000,78,25614,3248577600
22000,79,21158,2720085600
22000,80,16503,2096836302
22000,81,746,93262936
22000,82,8705,1073731080
22000,83,15053,1968987936
22000,84,9836,1244048403
22000,85,3015,370723808
22000,86,50257,6426903900
22000,87,33635,4240399479
22000,88,2256,303598321
22000,89,37949,4779370808
22000,90,20115,2453378721
22000,91,34612,4409133932
22000,92,21803,2690569887
22000,93,555,73827853
22000,94,24949,3221339784
22000,95,162,18978750
22000,96,3088,378534177
22000,97,478,58076084
22000,98,35321,4488610986
22000,99,2132,286864765
23000,0,3382,434067664
23000,1,534,62890616
23000,2,44318,5490314676
23000,3,15109,1850445648
23000,4,37117,4555757775
23000,5,28024,3455827776
23000,6,23000,3002918751
23000,7,5677,781037634
23000,8,57989,7309521884
23000,9,25969,3281553180
23000,10,17153,2129766696
23000,11,2813,361303516
23000,12,28406,3585744184
23000,13,64601,8240526040
23000,14,17920,2215713636
23000,15,9577,1228117468
23000,16,17712,2292032512
23000,17,15665,1927416540
23000,18,14797,1797029660
23000,19,20832,2609124585
23000,20,65229,8370818994
23000,21,34603,4396544460
23000,22,7616,975214296
23000,23,9193,1120309146
23000,24,23290,2898789360
23000,25,68626,8822249896
23000,26,42861,5369981760
23000,27,53713,6762187861
23000,28,2794,358900480
23000,29,24423,3063780720
23000,30,17737,2166151484
23000,31,6093,746620077
23000,32,80757,10132941786
23000,33,29897,3743594820
23000,34,7570,932305480
23000,35,6097,753584471
23000,36,9371,1200574914
23000,37,14097,1769605836
23000,38,18050,2226260384
23000,39,850,106697661
23000,40,51570,6476744388
23000,41,56239,7179621018
23000,42,11633,1532259954
23000,43,31030,4049648305
23000,44,28420,3723189045
23000,45,75241,9509603904
23000,46,7480,975036211
23000,47,3111,389237387
23000,48,17817,2255765658
23000,49,14581,1846253724
23000,50,9579,1228693785
23000,51,1467,194474044
23000,52,19542,2464750281
23000,53,22857,2824974264
23000,54,33408,4167221000
23000,55,33584,4328529030
23000,56,423,53616448
23000,57,9997,1238112162
23000,58,13214,1688124876
23000,59,21674,2736327592
23000,60,17384,2156817832
23000,61,18741,2315134749
23000,62,808,101247133
23000,63,966,121728432
23000,64,35795,4510479865
23000,65,3744,459389440
23000,66,4749,586223064
23000,67,40701,5169356346
23000,68,2144,266311040
